Cell,r_1,i_2,f_3,r_4,i_5,f_6,r_7,i_8,f_9,r_10,i_11,f_12,r_13,i_14,f_15,SOH
2,20004.453,0.44876,0.01984,0.01999,1.20271,-0.31537,15829.126,0.46346,0.00088,28.40909,0.79206,-0.14823,1.07079,0.98671,-0.04533,79
5,20004.453,0.45597,0.02041,0.01999,1.48289,-0.39482,0.10309,1.21005,-0.00089,14.06813,0.95342,-0.21111,0.67072,1.21297,-0.07083,79
5,20004.453,0.42873,0.02283,0.01999,1.33852,-0.34344,15829.126,0.45701,0.00044,22.48202,0.86867,-0.18209,0.84734,1.11226,-0.05945,79
5,20004.453,0.45926,0.02111,0.01999,1.46842,-0.40568,15829.126,0.47034,0.00134,14.06813,0.94849,-0.21144,0.53067,1.21851,-0.07191,79
1,20004.453,0.27915,0.02556,0.01999,1.05748,-0.3181,15829.126,0.30617,-0.00061,22.48202,0.64949,-0.15572,1.07079,0.82833,-0.04752,79
5,20004.453,0.4265,0.02133,0.01999,1.34967,-0.34552,15829.126,0.45353,-2e-05,22.48202,0.87312,-0.18368,0.67072,1.1258,-0.05984,79
1,20004.453,0.40553,0.04152,0.01999,1.53023,-0.40511,12516.703,0.43341,-0.00049,14.06813,0.94455,-0.24476,0.53067,1.26143,-0.07976,79
1,20004.453,0.2802,0.02413,0.01999,1.06038,-0.3175,0.33183,1.1197,-9e-05,22.48202,0.64878,-0.15587,1.07079,0.82896,-0.047,79
2,20004.453,0.37681,0.0183,0.01999,1.05578,-0.29943,0.67072,1.04703,0.00161,22.48202,0.68866,-0.12803,1.35352,0.82201,-0.03847,79
1,20004.453,0.75143,0.0223,0.01999,1.42978,-0.3003,0.67072,1.43962,0.0002,22.48202,1.05768,-0.13078,0.84734,1.20507,-0.03974,79
2,20004.453,0.4738,0.02122,0.01999,1.23221,-0.30839,15829.126,0.48968,0.00253,22.48202,0.84077,-0.14877,1.07079,1.00734,-0.04547,79
5,20004.453,0.4294,0.02283,0.01999,1.34803,-0.3362,15829.126,0.45522,0.00031,22.48202,0.87097,-0.18149,0.84734,1.11325,-0.05998,79
1,20004.453,0.27923,0.02493,0.01999,1.05993,-0.31717,0.67072,1.0502,3e-05,22.48202,0.64869,-0.15561,1.07079,0.8271,-0.04776,79
5,20004.453,0.46003,0.02067,0.01999,1.46194,-0.38547,0.26261,1.24515,-0.0014,14.06813,0.94373,-0.21446,0.67072,1.21767,-0.07256,79
2,20004.453,0.47738,0.0209,0.01999,1.22736,-0.30894,15829.126,0.49212,0.00092,28.40909,0.81641,-0.14777,1.07079,1.01181,-0.04507,79
2,20004.453,0.45344,0.0204,0.01999,1.20459,-0.31494,15829.126,0.46689,0.00089,22.48202,0.82473,-0.14882,0.84734,0.99418,-0.04533,79
2,20004.453,0.3762,0.01905,0.01999,1.04406,-0.29094,20004.453,0.40073,0.00169,28.40909,0.66472,-0.12762,1.35352,0.82121,-0.03893,79
1,20004.453,0.41001,0.04053,0.01999,1.51957,-0.43819,12516.703,0.4345,-0.00073,11.1448,0.99629,-0.24516,0.53067,1.27402,-0.08059,79
5,20004.453,0.42571,0.02258,0.01999,1.36464,-0.34241,15829.126,0.45001,8e-05,22.48202,0.87557,-0.18434,0.67072,1.12666,-0.06045,79
2,20004.453,0.37779,0.01897,0.01999,1.05344,-0.31286,0.67072,1.04881,0.00025,28.40909,0.66415,-0.12887,0.84734,0.82844,-0.03867,79
5,20004.453,0.4314,0.02276,0.01999,1.36731,-0.33985,15829.126,0.45976,5e-05,22.48202,0.87463,-0.18505,0.67072,1.13095,-0.06103,78
1,20004.453,0.41308,0.04055,0.01999,1.57361,-0.41395,12516.703,0.44072,-0.00083,11.1448,0.99971,-0.2538,0.53067,1.29247,-0.08353,78
1,20004.453,0.75042,0.02184,0.01999,1.41707,-0.29101,15829.126,0.76922,0.00137,28.40909,1.0303,-0.12999,1.07079,1.20331,-0.03922,78
1,20004.453,0.75113,0.01952,0.01999,1.41124,-0.30324,15829.126,0.76955,0.0001,22.48202,1.05931,-0.13135,1.35352,1.20186,-0.03973,78
5,20004.453,0.42592,0.02234,0.01999,1.35827,-0.33715,15829.126,0.45235,0.00021,22.48202,0.87463,-0.18382,0.67072,1.12558,-0.06047,78
1,20004.453,0.40929,0.04158,0.01999,1.53296,-0.4425,12516.703,0.44155,-0.00067,11.1448,0.99749,-0.25068,0.53067,1.28599,-0.0815,78
1,20004.453,0.27975,0.0254,0.01999,1.05294,-0.3256,15829.126,0.30769,-0.00137,22.48202,0.64955,-0.15526,0.84734,0.83275,-0.04705,78
2,20004.453,0.48138,0.02219,0.01999,1.23479,-0.30701,0.26261,1.37123,-0.00047,28.40909,0.81939,-0.14861,1.07079,1.01557,-0.04551,78
2,20004.453,0.45063,0.02275,0.01999,1.20995,-0.30807,15829.126,0.4656,-0.00051,28.40909,0.79268,-0.14881,1.07079,0.99089,-0.04573,78
1,20004.453,0.75052,0.02256,0.01999,1.41045,-0.29762,15829.126,0.76574,-0.00096,22.48202,1.0582,-0.13166,1.07079,1.20172,-0.03904,78
2,20004.453,0.37692,0.0181,0.01999,1.03679,-0.30082,0.10309,0.92889,-4e-05,28.40909,0.66261,-0.12923,0.84734,0.82934,-0.03908,78
1,20004.453,0.28037,0.02448,0.01999,1.06285,-0.31819,0.08153,0.94488,-4e-05,22.48202,0.64971,-0.15652,1.07079,0.83033,-0.04771,78
2,20004.453,0.47442,0.02133,0.01999,1.22963,-0.31656,0.08153,1.11296,-0.00042,22.48202,0.84358,-0.15022,1.07079,1.01375,-0.04547,78
2,20004.453,0.37757,0.01729,0.01999,1.05582,-0.2978,20004.453,0.39979,0.00172,28.40909,0.663,-0.12859,1.35352,0.82352,-0.03914,78
1,20004.453,0.41433,0.04253,0.01999,1.56108,-0.4266,12516.703,0.44318,-5e-05,11.1448,0.99848,-0.25419,0.53067,1.3028,-0.08682,78
5,20004.453,0.45946,0.02036,0.01999,1.48626,-0.37408,15829.126,0.4705,0.0017,11.1448,0.98971,-0.21752,0.53067,1.23446,-0.07445,78
1,20004.453,0.35841,0.04657,0.01999,1.37053,-0.36092,12516.703,0.39128,0.00187,22.48202,0.84663,-0.21222,0.67072,1.13829,-0.06599,78
5,20004.453,0.43046,0.02246,0.01999,1.35779,-0.33722,15829.126,0.45804,9e-05,22.48202,0.87055,-0.18203,0.67072,1.12187,-0.05976,78
1,20004.453,0.36076,0.04576,0.01999,1.36735,-0.3581,12516.703,0.38913,0.00107,17.79613,0.88554,-0.21132,0.67072,1.13647,-0.0655,78
2,20004.453,0.37712,0.01854,0.01999,1.05821,-0.29794,20004.453,0.4009,0.0009,22.48202,0.6911,-0.12926,1.35352,0.82598,-0.03955,78
1,20004.453,0.27925,0.02297,0.01999,1.06729,-0.31828,15829.126,0.3065,0.00018,22.48202,0.64721,-0.15587,0.84734,0.83117,-0.04746,78
1,20004.453,0.27929,0.02229,0.01999,1.07415,-0.32649,15829.126,0.30637,-0.00054,22.48202,0.64837,-0.15743,1.07079,0.82708,-0.04788,78
5,20004.453,0.43295,0.023,0.01999,1.34816,-0.34579,15829.126,0.45973,-0.00016,22.48202,0.87082,-0.1825,0.84734,1.11807,-0.05981,78
1,20004.453,0.74967,0.02151,0.01999,1.41169,-0.29714,15829.126,0.76642,-0.00064,22.48202,1.05599,-0.13145,1.07079,1.20274,-0.03927,78
2,20004.453,0.47416,0.01994,0.01999,1.24334,-0.32681,15829.126,0.48817,0.00142,22.48202,0.84419,-0.14876,0.84734,1.01671,-0.04529,78
1,20004.453,0.2787,0.02475,0.01999,1.07639,-0.33362,15829.126,0.30899,-8e-05,22.48202,0.64675,-0.15494,1.07079,0.82721,-0.04739,78
1,20004.453,0.36004,0.04472,0.01999,1.37539,-0.3609,12516.703,0.38994,0.00136,17.79613,0.88932,-0.21304,0.67072,1.1436,-0.06611,78
2,20004.453,0.37819,0.01708,0.01999,1.05244,-0.29265,0.67072,1.06876,-0.00058,22.48202,0.69142,-0.12905,1.07079,0.8295,-0.03958,78
1,20004.453,0.74949,0.02089,0.01999,1.41247,-0.30213,0.13007,1.29798,-0.00102,28.40909,1.03061,-0.13211,1.35352,1.20187,-0.04045,78
1,20004.453,0.36062,0.04511,0.01999,1.3949,-0.36326,12516.703,0.38793,0.0018,17.79613,0.88933,-0.21367,0.67072,1.14496,-0.06532,78
2,20004.453,0.37778,0.01696,0.01999,1.06309,-0.30323,20004.453,0.40269,0.0009,22.48202,0.69025,-0.12942,1.07079,0.82941,-0.03942,78
5,20004.453,0.42768,0.02239,0.01999,1.35956,-0.33772,15829.126,0.45426,0.00013,22.48202,0.876,-0.18481,0.67072,1.12929,-0.06127,78
2,20004.453,0.48043,0.02184,0.01999,1.23627,-0.31693,0.04042,1.58998,-5e-05,22.48202,0.8477,-0.15003,1.07079,1.01971,-0.04597,78
1,20004.453,0.36151,0.04214,0.01999,1.38871,-0.36658,12516.703,0.38843,0.00119,22.48202,0.84517,-0.21129,0.67072,1.13764,-0.06491,78
1,20004.453,0.74886,0.02062,0.01999,1.41398,-0.30246,15829.126,0.76505,0.00061,22.48202,1.05656,-0.13194,1.07079,1.2042,-0.04039,78
1,20004.453,0.75004,0.0208,0.01999,1.42969,-0.29374,15829.126,0.76648,0.00018,22.48202,1.05826,-0.13289,1.07079,1.20598,-0.03999,78
2,20004.453,0.37713,0.01663,0.01999,1.06053,-0.29549,20004.453,0.4012,0.00196,22.48202,0.69198,-0.12977,1.07079,0.83075,-0.0397,78
2,20004.453,0.37755,0.01838,0.01999,1.04299,-0.29885,0.67072,1.07299,-0.00035,22.48202,0.69229,-0.12944,1.07079,0.83092,-0.03886,78
5,20004.453,0.42723,0.02079,0.01999,1.35711,-0.33863,0.67072,1.38085,8e-05,22.48202,0.87599,-0.18432,0.67072,1.13058,-0.06153,78
1,20004.453,0.28024,0.02259,0.01999,1.07893,-0.32333,0.67072,1.03306,-0.00096,22.48202,0.64915,-0.15846,1.07079,0.83367,-0.04834,78
2,20004.453,0.3775,0.01774,0.01999,1.04025,-0.30714,20004.453,0.40117,0.00159,28.40909,0.66431,-0.12914,1.07079,0.8313,-0.0397,78
5,20004.453,0.42996,0.02244,0.01999,1.35394,-0.3462,15829.126,0.45519,1e-05,22.48202,0.87368,-0.18453,0.84734,1.12249,-0.06031,78
1,20004.453,0.7499,0.02104,0.01999,1.41686,-0.29603,15829.126,0.76538,9e-05,22.48202,1.05834,-0.13277,1.07079,1.20624,-0.04017,78
2,20004.453,0.47543,0.02053,0.01999,1.23356,-0.31152,15829.126,0.49024,0.00065,22.48202,0.84593,-0.15194,1.07079,1.0181,-0.04615,78
5,20004.453,0.43021,0.02199,0.01999,1.35566,-0.34732,15829.126,0.45635,-0.00081,22.48202,0.87447,-0.18444,0.84734,1.12696,-0.0605,78
1,20004.453,0.27965,0.02382,0.01999,1.06254,-0.32033,15829.126,0.30749,-0.00125,22.48202,0.64708,-0.15952,1.07079,0.83177,-0.04817,78
1,20004.453,0.75023,0.02046,0.01999,1.41748,-0.29844,15829.126,0.76655,0.0002,22.48202,1.05845,-0.13255,1.07079,1.20816,-0.04032,78
1,20004.453,0.28041,0.02257,0.01999,1.06332,-0.32539,15829.126,0.30723,-0.00083,22.48202,0.64831,-0.15842,1.07079,0.83576,-0.04778,78
1,20004.453,0.27946,0.0228,0.01999,1.06547,-0.3198,15829.126,0.3077,-0.00109,22.48202,0.64589,-0.15791,1.07079,0.8313,-0.04821,78
2,20004.453,0.47154,0.01946,0.01999,1.23453,-0.31118,15829.126,0.48436,0.0008,22.48202,0.84279,-0.15038,1.07079,1.01576,-0.04655,78
5,20004.453,0.43253,0.02173,0.01999,1.35734,-0.33723,15829.126,0.45895,-8e-05,17.79613,0.90545,-0.1827,0.67072,1.12302,-0.06069,78
2,20004.453,0.47034,0.02154,0.01999,1.24488,-0.32368,15829.126,0.48638,0.00034,22.48202,0.83989,-0.1506,0.84734,1.01567,-0.04577,78
1,20004.453,0.75204,0.02071,0.01999,1.41906,-0.31672,15829.126,0.76879,-0.0017,22.48202,1.06045,-0.1338,1.07079,1.20897,-0.04026,78
1,20004.453,0.27809,0.02262,0.01999,1.07272,-0.32038,15829.126,0.3077,-0.00153,22.48202,0.64697,-0.15873,1.07079,0.83283,-0.04857,78
1,20004.453,0.75007,0.02117,0.01999,1.41879,-0.30191,15829.126,0.76813,-0.00098,22.48202,1.05882,-0.13247,1.07079,1.2084,-0.04037,78
2,20004.453,0.37882,0.01676,0.01999,1.04892,-0.29675,0.08153,0.9915,-0.00064,22.48202,0.69156,-0.13089,1.07079,0.83617,-0.03945,78
1,20004.453,0.75016,0.01998,0.01999,1.41891,-0.30615,15829.126,0.76841,-0.00012,22.48202,1.0617,-0.13422,1.07079,1.21092,-0.04071,77
5,20004.453,0.43054,0.02119,0.01999,1.36495,-0.34347,15829.126,0.45787,-2e-05,22.48202,0.87234,-0.18238,0.67072,1.126,-0.05966,77
1,20004.453,0.7498,0.02055,0.01999,1.42883,-0.31943,15829.126,0.76697,-6e-05,22.48202,1.05968,-0.13276,1.07079,1.20896,-0.04048,77
2,20004.453,0.47354,0.02128,0.01999,1.23262,-0.31312,15829.126,0.4889,0.0015,22.48202,0.84345,-0.15107,1.07079,1.01707,-0.04575,77
2,20004.453,0.46534,0.02096,0.01999,1.2238,-0.31756,15829.126,0.48067,0.00127,28.40909,0.80331,-0.15238,1.07079,1.00662,-0.04604,77
5,20004.453,0.43264,0.02263,0.01999,1.36055,-0.34224,15829.126,0.45732,-0.00041,17.79613,0.91025,-0.18575,0.67072,1.13618,-0.0622,77
5,20004.453,0.43414,0.02277,0.01999,1.35541,-0.34082,15829.126,0.46076,-0.00079,17.79613,0.9084,-0.18394,0.67072,1.13169,-0.06148,77
1,20004.453,0.75278,0.02062,0.01999,1.43114,-0.29394,15829.126,0.76948,-0.00076,22.48202,1.0601,-0.13308,1.07079,1.21125,-0.0405,77
2,20004.453,0.46869,0.02119,0.01999,1.24437,-0.31402,15829.126,0.48498,0.00253,22.48202,0.83886,-0.15175,0.84734,1.01609,-0.04639,77
2,20004.453,0.37922,0.01605,0.01999,1.05316,-0.29513,20004.453,0.40336,0.00042,28.40909,0.66765,-0.13141,1.07079,0.8359,-0.03984,77
2,20004.453,0.46514,0.02263,0.01999,1.22358,-0.31565,15829.126,0.47957,0.00076,22.48202,0.83253,-0.15261,1.07079,1.00832,-0.0461,77
2,20004.453,0.38089,0.01761,0.01999,1.04526,-0.29775,0.67072,1.05432,0.001,28.40909,0.67052,-0.13219,1.07079,0.83793,-0.03971,77
5,20004.453,0.43378,0.02284,0.01999,1.35521,-0.34729,15829.126,0.46217,-0.00054,22.48202,0.87216,-0.18572,0.67072,1.13091,-0.06052,77
2,20004.453,0.37827,0.01688,0.01999,1.06931,-0.30231,20004.453,0.40215,0.00038,22.48202,0.69495,-0.13181,1.35352,0.83313,-0.04017,77
2,20004.453,0.46805,0.02103,0.01999,1.22978,-0.30951,15829.126,0.48214,0.00046,22.48202,0.83414,-0.15216,1.07079,1.0089,-0.0461,77
5,20004.453,0.45976,0.0185,0.01999,1.52005,-0.37865,15829.126,0.48301,-0.00166,11.1448,0.99197,-0.2249,0.53067,1.25666,-0.07697,77
5,20004.453,0.43261,0.0225,0.01999,1.36467,-0.34902,15829.126,0.46085,0.00056,17.79613,0.91277,-0.18646,0.67072,1.13891,-0.06113,77
5,20004.453,0.43798,0.02276,0.01999,1.37659,-0.34068,0.53067,1.43882,6e-05,17.79613,0.9145,-0.18697,0.84734,1.13954,-0.0622,77
1,20004.453,0.27843,0.02453,0.01999,1.07272,-0.32086,15829.126,0.30753,-0.001,22.48202,0.64682,-0.15789,1.07079,0.83701,-0.04923,77
1,20004.453,0.36113,0.04615,0.01999,1.37444,-0.36614,12516.703,0.3911,0.00136,17.79613,0.88547,-0.21346,0.67072,1.14028,-0.06599,77
1,20004.453,0.75399,0.02233,0.01999,1.43062,-0.29442,15829.126,0.77067,-0.00013,28.40909,1.03465,-0.13404,1.07079,1.2135,-0.04044,77
5,20004.453,0.43899,0.02142,0.01999,1.37064,-0.33937,15829.126,0.4652,-0.00017,17.79613,0.90971,-0.18461,0.67072,1.13369,-0.06092,77
2,20004.453,0.37869,0.01686,0.01999,1.06135,-0.29456,0.67072,1.07017,3e-05,22.48202,0.69362,-0.13217,1.35352,0.83468,-0.04018,77
1,20004.453,0.27873,0.02309,0.01999,1.07765,-0.3521,0.13007,0.91784,0.0011,22.48202,0.64761,-0.15945,0.84734,0.84385,-0.0484,77
1,20004.453,0.27968,0.02446,0.01999,1.08934,-0.32892,15829.126,0.30666,-0.00122,22.48202,0.64678,-0.16088,1.07079,0.84131,-0.04975,77
2,20004.453,0.37917,0.01599,0.01999,1.05869,-0.29509,20004.453,0.40304,-0.00013,22.48202,0.69331,-0.13098,1.07079,0.83839,-0.04024,77
1,20004.453,0.27945,0.02268,0.01999,1.06016,-0.33609,15829.126,0.30633,-0.00113,22.48202,0.6473,-0.16074,1.07079,0.8353,-0.04905,77
1,20004.453,0.36165,0.0461,0.01999,1.38572,-0.36853,12516.703,0.38904,0.00115,17.79613,0.89177,-0.21707,0.67072,1.15533,-0.06725,77
1,20004.453,0.75323,0.02095,0.01999,1.42386,-0.30398,15829.126,0.77242,-0.00078,22.48202,1.06138,-0.13377,1.07079,1.21317,-0.04031,77
1,20004.453,0.41529,0.04187,0.01999,1.62119,-0.45183,12516.703,0.44369,-0.00053,11.1448,0.99545,-0.25931,0.53067,1.31836,-0.08774,77
2,20004.453,0.46792,0.02156,0.01999,1.23598,-0.31021,15829.126,0.48162,0.00057,22.48202,0.83758,-0.15305,0.84734,1.01797,-0.04692,77
1,20004.453,0.75191,0.01957,0.01999,1.44492,-0.31524,15829.126,0.77071,-0.00076,22.48202,1.06224,-0.13416,0.84734,1.21781,-0.04007,77
1,20004.453,0.75468,0.02122,0.01999,1.43373,-0.29432,15829.126,0.77138,0.00104,22.48202,1.0633,-0.13343,1.07079,1.21536,-0.04084,77
2,20004.453,0.46089,0.02152,0.01999,1.22554,-0.31091,0.06443,1.03115,-0.00082,22.48202,0.82945,-0.15215,0.84734,1.00898,-0.04685,77
1,20004.453,0.75687,0.01904,0.01999,1.42443,-0.31286,15829.126,0.77379,-0.00101,22.48202,1.06405,-0.13454,1.07079,1.21691,-0.04077,77
2,20004.453,0.46258,0.0217,0.01999,1.22452,-0.31269,15829.126,0.47796,-8e-05,22.48202,0.82877,-0.15178,1.07079,1.00704,-0.04688,77
1,20004.453,0.36118,0.04561,0.01999,1.39039,-0.39049,0.10309,1.10757,0.00016,17.79613,0.89241,-0.21718,0.67072,1.15692,-0.0672,77
2,20004.453,0.46637,0.02132,0.01999,1.23823,-0.31004,15829.126,0.47961,0.00052,22.48202,0.83721,-0.15292,1.07079,1.01383,-0.04639,77
2,20004.453,0.37829,0.01573,0.01999,1.06362,-0.29535,20004.453,0.40344,-0.00025,28.40909,0.67028,-0.13281,1.07079,0.84082,-0.04053,77
5,20004.453,0.4345,0.02203,0.01999,1.37853,-0.34135,15829.126,0.46079,0.00019,17.79613,0.91301,-0.18668,0.67072,1.14015,-0.06164,77
2,20004.453,0.46649,0.02238,0.01999,1.22986,-0.31511,15829.126,0.48145,0.00097,22.48202,0.8337,-0.15299,1.07079,1.0136,-0.04642,77
2,20004.453,0.37869,0.01733,0.01999,1.0637,-0.32325,20004.453,0.40482,0.00103,22.48202,0.69474,-0.13368,1.07079,0.84003,-0.03977,77
1,20004.453,0.36332,0.04536,0.01999,1.38021,-0.36498,0.03192,1.57079,0.00021,17.79613,0.88771,-0.21494,0.67072,1.14806,-0.06678,77
2,20004.453,0.46275,0.0218,0.01999,1.24023,-0.32816,15829.126,0.47551,9e-05,22.48202,0.8282,-0.15252,0.84734,1.00968,-0.04634,77
5,20004.453,0.43904,0.02259,0.01999,1.36325,-0.3625,15829.126,0.46169,3e-05,17.79613,0.90977,-0.18549,0.84734,1.12815,-0.0606,77
1,20004.453,0.75518,0.01978,0.01999,1.4319,-0.30464,15829.126,0.77279,-0.00141,22.48202,1.06575,-0.13499,1.07079,1.21929,-0.04093,77
2,20004.453,0.37844,0.01712,0.01999,1.05556,-0.30489,0.05102,1.13505,0.00019,22.48202,0.6967,-0.13255,1.07079,0.84145,-0.04019,77
1,20004.453,0.28088,0.02515,0.01999,1.09021,-0.34385,0.08153,0.85341,0.00055,22.48202,0.64635,-0.16094,0.84734,0.84305,-0.04857,77
1,20004.453,0.28035,0.02343,0.01999,1.08422,-0.32319,15829.126,0.30748,-0.00232,22.48202,0.64716,-0.16103,0.84734,0.84559,-0.0497,77
2,20004.453,0.46199,0.0204,0.01999,1.22874,-0.31654,15829.126,0.47494,0.00042,22.48202,0.83111,-0.15347,1.07079,1.01265,-0.04711,77
1,20004.453,0.75817,0.01997,0.01999,1.44882,-0.29888,15829.126,0.77522,-0.00209,28.40909,1.0399,-0.13457,0.84734,1.22342,-0.04095,77
1,20004.453,0.75835,0.02005,0.01999,1.4321,-0.30494,15829.126,0.77353,-0.00101,22.48202,1.06761,-0.13574,1.07079,1.21997,-0.04061,77
2,20004.453,0.45868,0.01975,0.01999,1.22916,-0.33608,15829.126,0.4745,-7e-05,22.48202,0.8265,-0.1549,1.07079,1.0059,-0.04645,77
2,20004.453,0.46177,0.02005,0.01999,1.22205,-0.32076,15829.126,0.47587,0.00052,22.48202,0.82768,-0.15415,0.84734,1.0106,-0.04673,77
1,20004.453,0.75836,0.0196,0.01999,1.43199,-0.30565,15829.126,0.77403,-0.00036,28.40909,1.03801,-0.13459,1.07079,1.22159,-0.0411,77
2,20004.453,0.37845,0.01666,0.01999,1.05775,-0.30074,20004.453,0.40375,0.0004,22.48202,0.69689,-0.13257,1.07079,0.84172,-0.04032,77
5,20004.453,0.4376,0.02267,0.01999,1.38972,-0.3463,15829.126,0.46348,-0.00037,22.48202,0.87808,-0.18864,0.67072,1.14582,-0.06152,77
1,20004.453,0.28112,0.02261,0.01999,1.06863,-0.32984,15829.126,0.30929,-0.00242,22.48202,0.64532,-0.16038,0.84734,0.84336,-0.04913,77
1,20004.453,0.75896,0.02099,0.01999,1.43441,-0.30018,15829.126,0.77649,-0.00076,22.48202,1.06652,-0.13491,1.07079,1.22135,-0.04048,77
2,20004.453,0.46566,0.02055,0.01999,1.23134,-0.31382,15829.126,0.47807,0.00064,22.48202,0.83401,-0.15347,1.07079,1.014,-0.04669,77
1,20004.453,0.28042,0.02292,0.01999,1.0813,-0.35471,15829.126,0.30921,-0.00121,22.48202,0.649,-0.16072,0.84734,0.84857,-0.04879,77
2,20004.453,0.38032,0.01621,0.01999,1.07328,-0.29885,20004.453,0.40364,0.00044,28.40909,0.66991,-0.13385,0.84734,0.84539,-0.04104,77
2,20004.453,0.37928,0.01653,0.01999,1.07566,-0.3184,20004.453,0.40672,0.00092,28.40909,0.67255,-0.13317,1.07079,0.84269,-0.04026,77
1,20004.453,0.2802,0.02268,0.01999,1.09591,-0.33363,0.67072,1.04178,-0.00045,22.48202,0.64919,-0.16138,0.84734,0.84616,-0.04951,77
1,20004.453,0.28061,0.0229,0.01999,1.09111,-0.34744,0.08153,0.85432,0.00099,17.79613,0.67869,-0.15939,0.84734,0.84337,-0.04881,77
2,20004.453,0.46404,0.02138,0.01999,1.22661,-0.31983,15829.126,0.47716,0.00039,22.48202,0.82724,-0.15379,0.84734,1.01237,-0.04652,76
2,20004.453,0.37801,0.01756,0.01999,1.05899,-0.30496,20004.453,0.40363,0.00042,28.40909,0.66953,-0.13286,1.07079,0.84419,-0.0406,76
2,20004.453,0.37913,0.01518,0.01999,1.05723,-0.30588,0.26261,1.1517,0.00011,22.48202,0.69644,-0.13381,1.07079,0.8423,-0.0404,76
5,20004.453,0.44132,0.02056,0.01999,1.40239,-0.34868,15829.126,0.46729,-0.00055,17.79613,0.91637,-0.19141,0.67072,1.15723,-0.06338,76
2,20004.453,0.38032,0.01713,0.01999,1.05882,-0.30411,20004.453,0.40558,-2e-05,22.48202,0.69578,-0.13197,1.07079,0.84333,-0.04018,76
5,20004.453,0.43956,0.02213,0.01999,1.38778,-0.3431,15829.126,0.46644,-0.00055,17.79613,0.91851,-0.18994,0.67072,1.15358,-0.06293,76
1,20004.453,0.3646,0.04528,0.01999,1.41568,-0.37754,12516.703,0.3962,0.00171,17.79613,0.88456,-0.21902,0.67072,1.1576,-0.06688,76
2,20004.453,0.46198,0.0222,0.01999,1.23077,-0.32027,15829.126,0.47753,0.00249,22.48202,0.83017,-0.15434,0.84734,1.01606,-0.0466,76
5,20004.453,0.444,0.02239,0.01999,1.38703,-0.35274,15829.126,0.46967,-0.00045,17.79613,0.91234,-0.19168,0.67072,1.15756,-0.064,76
1,20004.453,0.75904,0.02032,0.01999,1.43562,-0.30599,15829.126,0.77643,-0.00208,28.40909,1.03882,-0.13544,1.07079,1.22193,-0.04167,76
5,20004.453,0.44393,0.02259,0.01999,1.39617,-0.35407,15829.126,0.46784,-0.00043,17.79613,0.91224,-0.18999,0.67072,1.14981,-0.06241,76
1,20004.453,0.36182,0.04412,0.01999,1.41239,-0.368,12516.703,0.39543,0.00059,17.79613,0.89316,-0.22099,0.53067,1.17675,-0.06901,76
5,20004.453,0.44754,0.02218,0.01999,1.3853,-0.35091,15829.126,0.47379,3e-05,17.79613,0.91043,-0.1922,0.84734,1.14943,-0.06437,76
5,20004.453,0.44949,0.0216,0.01999,1.40301,-0.35836,15829.126,0.47496,-0.00014,17.79613,0.9169,-0.19654,0.67072,1.17049,-0.06541,76
1,20004.453,0.36856,0.04287,0.01999,1.41541,-0.3712,12516.703,0.39867,-9e-05,17.79613,0.88938,-0.22115,0.67072,1.17031,-0.06933,76
5,20004.453,0.45025,0.02112,0.01999,1.40174,-0.35285,15829.126,0.47465,3e-05,17.79613,0.91385,-0.19537,0.53067,1.17153,-0.06576,76
2,20004.453,0.45916,0.02142,0.01999,1.23439,-0.31296,15829.126,0.47412,2e-05,22.48202,0.82823,-0.15585,0.84734,1.01699,-0.04784,76
5,20004.453,0.45916,0.02067,0.01999,1.54083,-0.38382,15829.126,0.47137,0.00078,11.1448,0.99204,-0.23044,0.53067,1.26903,-0.07898,76
1,20004.453,0.36373,0.04481,0.01999,1.40595,-0.3693,12516.703,0.39388,0.0007,17.79613,0.89311,-0.22117,0.53067,1.17313,-0.06922,76
5,20004.453,0.44761,0.02044,0.01999,1.38595,-0.34664,15829.126,0.47539,-0.00023,17.79613,0.90805,-0.1899,0.67072,1.15019,-0.06328,76
1,20004.453,0.41705,0.04013,0.01999,1.59875,-0.42455,12516.703,0.4472,-0.00062,11.1448,0.99481,-0.25938,0.53067,1.32188,-0.08966,76
5,20004.453,0.44841,0.02304,0.01999,1.37525,-0.34597,15829.126,0.47669,-0.00028,17.79613,0.9032,-0.18896,0.67072,1.14153,-0.06323,76
1,20004.453,0.3708,0.04467,0.01999,1.41326,-0.37116,12516.703,0.40184,0.00021,17.79613,0.88877,-0.22231,0.53067,1.17547,-0.06929,76
1,20004.453,0.36647,0.04935,0.01999,1.41313,-0.38139,12516.703,0.39819,0.00049,17.79613,0.89126,-0.22283,0.67072,1.1748,-0.06905,76
5,20004.453,0.45052,0.02181,0.01999,1.40352,-0.3566,15829.126,0.47635,-0.00016,17.79613,0.9124,-0.19552,0.67072,1.16945,-0.06581,76
1,20004.453,0.36462,0.04574,0.01999,1.39542,-0.36978,12516.703,0.39561,0.00112,17.79613,0.88814,-0.21923,0.53067,1.16538,-0.06832,76
5,20004.453,0.44785,0.02261,0.01999,1.39936,-0.35792,15829.126,0.47396,-0.00044,17.79613,0.91603,-0.19541,0.67072,1.16789,-0.06405,76
1,20004.453,0.75184,0.01902,0.01999,1.42847,-0.31837,0.67072,1.46911,0.00035,22.48202,1.06006,-0.13579,1.07079,1.21866,-0.04163,76
