Cell,r_1,i_2,f_3,r_4,i_5,f_6,r_7,i_8,f_9,r_10,i_11,f_12,r_13,i_14,f_15,SOH
5,20004.453,0.41494,0.01987,0.01999,1.32626,-0.33048,15829.126,0.44239,1e-05,22.48202,0.872,-0.17588,0.67072,1.09927,-0.05809,83
1,20004.453,0.73737,0.02568,0.01999,1.38049,-0.28333,12516.703,0.7526,-0.00147,28.40909,1.01875,-0.12132,1.07079,1.16466,-0.03664,83
1,20004.453,0.74221,0.02512,0.01999,1.36684,-0.28771,12516.703,0.75445,-0.00127,28.40909,1.01859,-0.12215,1.35352,1.16205,-0.03646,83
1,20004.453,0.73689,0.02454,0.01999,1.36838,-0.28064,0.10309,1.20335,0.0004,28.40909,1.01644,-0.12315,1.35352,1.15937,-0.03665,83
1,20004.453,0.27607,0.02668,0.01999,1.0158,-0.33268,15829.126,0.30423,0.0004,28.40909,0.61716,-0.14452,1.07079,0.79555,-0.04252,83
5,20004.453,0.41429,0.02271,0.01999,1.32137,-0.33924,15829.126,0.43981,1e-05,28.40909,0.84018,-0.17718,0.84734,1.09656,-0.05783,82
1,20004.453,0.36203,0.04716,0.01999,1.34725,-0.3504,12516.703,0.39074,0.0027,22.48202,0.84438,-0.20104,0.67072,1.10713,-0.06189,82
1,20004.453,0.35932,0.04607,0.01999,1.33187,-0.34783,0.13007,1.55713,0.00204,28.40909,0.80399,-0.19867,0.84734,1.09401,-0.06147,82
2,20004.453,0.4624,0.02302,0.01999,1.18607,-0.2988,15829.126,0.49614,-0.0019,28.40909,0.80483,-0.13854,1.07079,0.97273,-0.04255,82
2,20004.453,0.45709,0.0227,0.01999,1.17715,-0.30237,15829.126,0.49215,-0.00148,35.93134,0.77225,-0.13869,1.07079,0.9698,-0.04158,82
2,20004.453,0.36924,0.02129,0.01999,1.01417,-0.28943,15829.126,0.38372,0.00053,35.93134,0.62988,-0.11922,1.35352,0.78951,-0.03605,82
1,20004.453,0.7557,0.02353,0.01999,1.38342,-0.28841,0.08153,1.32329,-0.00014,28.40909,1.03511,-0.12099,1.07079,1.18045,-0.03653,82
2,20004.453,0.45624,0.02267,0.01999,1.18106,-0.29944,15829.126,0.49236,-0.00115,28.40909,0.80036,-0.13898,1.07079,0.96764,-0.04197,82
1,20004.453,0.27534,0.02735,0.01999,1.01613,-0.31505,15829.126,0.30356,0.00083,28.40909,0.61672,-0.14603,1.07079,0.79933,-0.04357,82
1,20004.453,0.36143,0.04827,0.01999,1.35429,-0.36387,0.67072,0.9254,0.00042,22.48202,0.84595,-0.20232,0.84734,1.10323,-0.06159,82
5,20004.453,0.41987,0.02387,0.01999,1.32579,-0.33205,15829.126,0.44416,-6e-05,28.40909,0.83637,-0.17449,0.84734,1.09011,-0.05735,82
2,20004.453,0.45618,0.02298,0.01999,1.19549,-0.30391,15829.126,0.48856,-0.0019,28.40909,0.80223,-0.13981,1.07079,0.9724,-0.04295,82
1,20004.453,0.35949,0.04658,0.01999,1.33685,-0.35929,2.16054,1.07603,0.00184,22.48202,0.84587,-0.20186,0.67072,1.11159,-0.06181,82
1,20004.453,0.74399,0.02389,0.01999,1.38809,-0.29553,12516.703,0.7568,-0.00036,28.40909,1.02223,-0.12173,1.07079,1.16978,-0.03593,82
1,20004.453,0.36068,0.04754,0.01999,1.33333,-0.34976,12516.703,0.38999,0.00279,22.48202,0.84247,-0.20055,0.67072,1.1048,-0.06186,82
2,20004.453,0.37029,0.02248,0.01999,1.01498,-0.29197,0.06443,1.22598,0.00123,28.40909,0.65319,-0.12053,1.35352,0.79016,-0.03638,82
5,20004.453,0.42047,0.02141,0.01999,1.32258,-0.33108,15829.126,0.44614,0.00015,22.48202,0.86845,-0.17659,0.84734,1.09054,-0.05742,82
1,20004.453,0.75044,0.02644,0.01999,1.3801,-0.28861,12516.703,0.7639,-0.00123,28.40909,1.02854,-0.12288,1.35352,1.17329,-0.03643,82
1,20004.453,0.27678,0.02607,0.01999,1.02672,-0.30709,15829.126,0.30323,0.00035,22.48202,0.64519,-0.14492,1.07079,0.79788,-0.04427,82
1,20004.453,0.74992,0.02517,0.01999,1.37913,-0.28544,12516.703,0.76237,-0.00038,28.40909,1.02917,-0.12268,1.07079,1.17583,-0.03664,82
2,20004.453,0.45881,0.023,0.01999,1.182,-0.3025,0.08153,1.0419,-0.00063,28.40909,0.80411,-0.13874,1.07079,0.97244,-0.04232,82
1,20004.453,0.27599,0.02392,0.01999,1.02626,-0.33414,15829.126,0.30553,-0.00021,28.40909,0.61765,-0.14538,1.07079,0.79878,-0.04354,82
1,20004.453,0.7483,0.0245,0.01999,1.38085,-0.28922,12516.703,0.76421,-0.00091,28.40909,1.02881,-0.12339,1.07079,1.17689,-0.03659,82
2,20004.453,0.37096,0.02034,0.01999,1.00788,-0.3059,0.10309,0.90305,-0.00089,35.93134,0.62983,-0.11884,1.07079,0.79412,-0.03561,82
2,20004.453,0.36901,0.02034,0.01999,1.01538,-0.29496,15829.126,0.38394,0.00105,28.40909,0.65451,-0.1215,1.35352,0.78983,-0.03622,82
1,20004.453,0.73728,0.02486,0.01999,1.37858,-0.28335,12516.703,0.75104,-0.00153,28.40909,1.01343,-0.12205,1.07079,1.16323,-0.03664,82
1,20004.453,0.2765,0.02609,0.01999,1.03362,-0.32778,15829.126,0.30415,0.00021,22.48202,0.64475,-0.14342,1.07079,0.79741,-0.04307,82
5,20004.453,0.41814,0.0213,0.01999,1.32676,-0.34021,15829.126,0.44229,-0.00016,22.48202,0.87433,-0.17897,0.84734,1.10169,-0.0583,82
5,20004.453,0.42057,0.0214,0.01999,1.32939,-0.34977,15829.126,0.44488,-0.00013,22.48202,0.8694,-0.17707,0.84734,1.09413,-0.05653,82
1,20004.453,0.27796,0.02536,0.01999,1.02625,-0.30706,15829.126,0.30564,0.00022,28.40909,0.61641,-0.14468,1.07079,0.79791,-0.04356,82
1,20004.453,0.72589,0.02505,0.01999,1.36361,-0.28242,12516.703,0.74331,-0.00065,28.40909,1.00776,-0.12234,1.07079,1.15624,-0.03653,82
2,20004.453,0.36942,0.02177,0.01999,1.01691,-0.28903,0.10309,0.91294,-0.00037,28.40909,0.6553,-0.12068,1.70952,0.79048,-0.0365,82
5,20004.453,0.41822,0.02162,0.01999,1.33807,-0.33389,15829.126,0.44303,0.00038,22.48202,0.87398,-0.1793,0.84734,1.10259,-0.05868,82
1,20004.453,0.35564,0.0454,0.01999,1.34119,-0.35019,0.05102,1.74527,0.00074,22.48202,0.84151,-0.20077,0.67072,1.10412,-0.0617,82
2,20004.453,0.37019,0.02114,0.01999,1.00174,-0.28992,15829.126,0.38546,0.00061,35.93134,0.62959,-0.1205,1.07079,0.79728,-0.03579,82
1,20004.453,0.70998,0.02372,0.01999,1.35693,-0.30233,12516.703,0.72421,8e-05,28.40909,0.99019,-0.12394,1.07079,1.13989,-0.03709,82
2,20004.453,0.45054,0.02186,0.01999,1.18114,-0.30481,15829.126,0.483,-0.00145,28.40909,0.79585,-0.14104,1.07079,0.97047,-0.04261,82
2,20004.453,0.45022,0.02219,0.01999,1.18987,-0.30641,15829.126,0.48446,-0.00127,28.40909,0.79453,-0.14031,0.84734,0.9679,-0.04284,82
1,20004.453,0.71153,0.02377,0.01999,1.35651,-0.2844,12516.703,0.72503,-0.00199,28.40909,0.98955,-0.12147,1.35352,1.13716,-0.03713,82
2,20004.453,0.37155,0.02098,0.01999,1.00261,-0.29036,15829.126,0.38587,0.00047,28.40909,0.65563,-0.11949,1.07079,0.79706,-0.03598,82
1,20004.453,0.35814,0.04621,0.01999,1.34875,-0.3715,0.53067,1.24871,-0.00077,22.48202,0.84089,-0.20376,0.67072,1.10613,-0.06156,82
2,20004.453,0.37367,0.02075,0.01999,1.00824,-0.28257,0.53067,0.97533,0.00038,28.40909,0.65535,-0.11994,1.35352,0.7949,-0.03609,82
1,20004.453,0.71345,0.02565,0.01999,1.34821,-0.28486,12516.703,0.72692,-0.00252,28.40909,0.99332,-0.12433,1.07079,1.14441,-0.03687,82
5,20004.453,0.41902,0.02176,0.01999,1.32745,-0.33893,15829.126,0.44651,-9e-05,22.48202,0.87609,-0.17919,0.84734,1.10336,-0.05827,82
2,20004.453,0.37029,0.02153,0.01999,1.0124,-0.28415,0.10309,1.15165,0.00081,28.40909,0.65526,-0.1199,1.35352,0.79452,-0.03594,82
2,20004.453,0.45445,0.02288,0.01999,1.18259,-0.30471,15829.126,0.46801,0.00152,28.40909,0.80039,-0.13933,1.07079,0.97339,-0.04277,82
5,20004.453,0.42239,0.02207,0.01999,1.33467,-0.33553,15829.126,0.44589,0.00049,22.48202,0.87094,-0.17687,0.84734,1.09699,-0.05748,82
2,20004.453,0.45092,0.0215,0.01999,1.17574,-0.30289,0.67072,1.11377,0.00068,28.40909,0.79351,-0.14044,1.07079,0.96491,-0.04212,82
1,20004.453,0.71273,0.02426,0.01999,1.36365,-0.2909,12516.703,0.72638,-0.00068,28.40909,0.99231,-0.12336,1.35352,1.13921,-0.03742,82
1,20004.453,0.27629,0.0247,0.01999,1.03258,-0.30835,15829.126,0.30525,-0.00105,28.40909,0.61838,-0.1478,1.07079,0.80415,-0.04458,82
2,20004.453,0.37283,0.02028,0.01999,1.00252,-0.29203,0.41976,0.96582,-2e-05,28.40909,0.65611,-0.12163,1.35352,0.79489,-0.03652,82
2,20004.453,0.45309,0.02124,0.01999,1.18287,-0.30905,15829.126,0.48425,-0.00146,28.40909,0.79688,-0.14109,1.07079,0.97162,-0.0433,82
2,20004.453,0.37223,0.02155,0.01999,1.00796,-0.30687,15829.126,0.38517,0.00058,28.40909,0.65485,-0.12225,1.07079,0.79986,-0.03629,82
1,20004.453,0.35932,0.0455,0.01999,1.34047,-0.37485,0.33183,1.47451,-0.00046,22.48202,0.84417,-0.20483,0.67072,1.11723,-0.06312,82
1,20004.453,0.7144,0.02285,0.01999,1.35194,-0.29125,0.08153,1.16341,0.0007,28.40909,0.99547,-0.12476,1.07079,1.14764,-0.03666,82
1,20004.453,0.27803,0.02655,0.01999,1.0247,-0.31825,15829.126,0.3054,0.00012,28.40909,0.61797,-0.1474,1.07079,0.80501,-0.04456,82
1,20004.453,0.27669,0.02489,0.01999,1.02954,-0.33653,15829.126,0.30632,5e-05,22.48202,0.64599,-0.14577,1.07079,0.80283,-0.04379,81
1,20004.453,0.35932,0.0455,0.01999,1.3442,-0.35164,12516.703,0.38867,0.00224,22.48202,0.84336,-0.20293,0.67072,1.11353,-0.06307,81
5,20004.453,0.42129,0.02293,0.01999,1.32237,-0.33376,15829.126,0.448,-0.00014,22.48202,0.87066,-0.17729,0.84734,1.09726,-0.05825,81
5,20004.453,0.42228,0.02096,0.01999,1.32108,-0.33457,15829.126,0.44814,-8e-05,22.48202,0.87099,-0.17533,0.84734,1.09862,-0.05832,81
1,20004.453,0.27821,0.02666,0.01999,1.03485,-0.30964,15829.126,0.30594,0.00075,28.40909,0.61719,-0.14683,1.07079,0.80334,-0.04447,81
1,20004.453,0.35978,0.04597,0.01999,1.35161,-0.35111,12516.703,0.38962,0.00271,22.48202,0.84458,-0.20492,0.67072,1.11592,-0.06316,81
2,20004.453,0.3714,0.02019,0.01999,1.00594,-0.2926,15829.126,0.38617,0.00135,28.40909,0.65618,-0.12331,1.35352,0.7976,-0.03695,81
1,20004.453,0.3579,0.04439,0.01999,1.33647,-0.36057,12516.703,0.39067,0.00252,22.48202,0.84031,-0.204,0.84734,1.10569,-0.06196,81
1,20004.453,0.71364,0.02476,0.01999,1.3523,-0.28485,12516.703,0.72833,-0.00205,28.40909,0.99208,-0.12405,1.35352,1.14327,-0.03711,81
2,20004.453,0.37314,0.02174,0.01999,1.0091,-0.2926,0.67072,1.03466,-0.00064,35.93134,0.6332,-0.12171,1.35352,0.79848,-0.03687,81
2,20004.453,0.37384,0.02043,0.01999,1.02509,-0.28992,15829.126,0.38526,0.00028,28.40909,0.65719,-0.12225,1.35352,0.79779,-0.03711,81
1,20004.453,0.71126,0.02405,0.01999,1.35015,-0.29167,0.26261,1.45737,-0.00043,28.40909,0.99263,-0.12623,1.07079,1.14589,-0.03775,81
5,20004.453,0.42067,0.02231,0.01999,1.33268,-0.33381,15829.126,0.44688,-6e-05,22.48202,0.87465,-0.17923,0.84734,1.10669,-0.05938,81
1,20004.453,0.71237,0.02377,0.01999,1.34971,-0.29139,15829.126,0.72859,0.00222,28.40909,0.99195,-0.1252,1.07079,1.14539,-0.03722,81
2,20004.453,0.45145,0.02181,0.01999,1.19463,-0.30374,15829.126,0.48216,-0.00262,28.40909,0.79492,-0.14098,1.07079,0.9716,-0.04407,81
1,20004.453,0.71342,0.02341,0.01999,1.35189,-0.29212,0.08153,1.2162,0.00153,28.40909,0.99352,-0.12475,1.07079,1.14791,-0.03758,81
2,20004.453,0.37444,0.02115,0.01999,1.02786,-0.29619,15829.126,0.38682,0.00155,28.40909,0.65793,-0.12256,1.07079,0.80188,-0.0366,81
5,20004.453,0.42124,0.02273,0.01999,1.32889,-0.34705,15829.126,0.44724,-0.00045,22.48202,0.87667,-0.17983,0.84734,1.1086,-0.05909,81
1,20004.453,0.71604,0.02136,0.01999,1.35609,-0.29231,12516.703,0.72941,-0.00109,28.40909,0.99487,-0.12548,1.07079,1.15065,-0.03761,81
2,20004.453,0.44721,0.02333,0.01999,1.17673,-0.3147,15829.126,0.48191,-0.00201,28.40909,0.79252,-0.14333,1.07079,0.97097,-0.04306,81
5,20004.453,0.42216,0.02201,0.01999,1.34104,-0.33364,15829.126,0.44597,5e-05,22.48202,0.87635,-0.17945,0.84734,1.10899,-0.05939,81
2,20004.453,0.3735,0.02127,0.01999,1.02944,-0.29513,15829.126,0.38592,-0.00014,28.40909,0.65693,-0.12506,1.07079,0.80402,-0.03715,81
1,20004.453,0.71998,0.02352,0.01999,1.3613,-0.29215,0.08153,1.29551,0.00116,28.40909,0.99982,-0.12719,1.07079,1.15623,-0.03758,81
1,20004.453,0.27866,0.02447,0.01999,1.05201,-0.32627,15829.126,0.3055,5e-05,22.48202,0.64703,-0.14866,0.84734,0.81442,-0.04558,81
2,20004.453,0.37389,0.02065,0.01999,1.01276,-0.28582,15829.126,0.38661,0.00092,28.40909,0.65611,-0.12234,1.35352,0.80047,-0.03662,81
2,20004.453,0.37307,0.02105,0.01999,1.01533,-0.28641,15829.126,0.38592,-0.00011,28.40909,0.65671,-0.12307,1.07079,0.8051,-0.03686,81
2,20004.453,0.44617,0.02246,0.01999,1.18268,-0.30372,15829.126,0.48025,-0.00246,28.40909,0.79255,-0.14469,1.07079,0.97111,-0.04317,81
1,20004.453,0.35809,0.04656,0.01999,1.33958,-0.35656,12516.703,0.38816,0.00212,22.48202,0.84106,-0.2034,0.67072,1.11304,-0.06318,81
1,20004.453,0.277,0.02578,0.01999,1.03626,-0.3378,15829.126,0.30542,0.00086,28.40909,0.61618,-0.14783,1.07079,0.80787,-0.04453,81
1,20004.453,0.72537,0.02375,0.01999,1.36405,-0.29548,0.67072,1.38883,-0.00027,28.40909,1.00498,-0.12641,1.35352,1.15839,-0.03723,81
2,20004.453,0.37499,0.01899,0.01999,1.0122,-0.29288,15829.126,0.38627,-0.00135,28.40909,0.65737,-0.12258,1.07079,0.80446,-0.03692,81
5,20004.453,0.42282,0.02332,0.01999,1.33459,-0.33242,15829.126,0.44779,8e-05,22.48202,0.87055,-0.17726,0.84734,1.09969,-0.05846,81
1,20004.453,0.27745,0.02368,0.01999,1.03779,-0.31211,15829.126,0.30584,7e-05,28.40909,0.61904,-0.14936,1.07079,0.81235,-0.04503,81
2,20004.453,0.44408,0.02165,0.01999,1.17868,-0.3112,15829.126,0.45854,0.00157,28.40909,0.79166,-0.14299,1.35352,0.96503,-0.04327,81
1,20004.453,0.2779,0.02536,0.01999,1.03154,-0.31356,15829.126,0.30746,4e-05,22.48202,0.64602,-0.14904,1.07079,0.80951,-0.04532,81
5,20004.453,0.42243,0.02247,0.01999,1.32862,-0.33255,15829.126,0.44927,8e-05,22.48202,0.8722,-0.17772,0.84734,1.09972,-0.05856,81
2,20004.453,0.44506,0.02259,0.01999,1.18501,-0.30297,15829.126,0.45967,0.00152,28.40909,0.78917,-0.14494,1.07079,0.9695,-0.04356,81
1,20004.453,0.7266,0.02317,0.01999,1.37989,-0.2854,12516.703,0.74221,-0.00126,28.40909,1.00824,-0.12618,1.35352,1.16365,-0.03788,81
1,20004.453,0.73015,0.02381,0.01999,1.37344,-0.29318,15829.126,0.74591,0.00185,22.48202,1.03676,-0.12576,1.07079,1.1682,-0.03777,81
1,20004.453,0.35759,0.04578,0.01999,1.34793,-0.3605,12516.703,0.38867,0.00135,22.48202,0.84433,-0.20626,0.67072,1.12114,-0.06377,81
5,20004.453,0.42466,0.02334,0.01999,1.33017,-0.3328,15829.126,0.45123,0.00072,22.48202,0.87239,-0.17823,0.84734,1.10224,-0.05864,81
1,20004.453,0.27716,0.02566,0.01999,1.04428,-0.3367,15829.126,0.30775,-5e-05,22.48202,0.64648,-0.1492,1.07079,0.80872,-0.04498,81
2,20004.453,0.37454,0.01915,0.01999,1.02385,-0.28547,15829.126,0.38593,-0.00147,28.40909,0.65928,-0.1244,1.35352,0.80352,-0.0373,81
1,20004.453,0.73119,0.02425,0.01999,1.3761,-0.29341,12516.703,0.74855,-0.00177,22.48202,1.0383,-0.12623,1.07079,1.17055,-0.03818,81
2,20004.453,0.44301,0.02123,0.01999,1.19432,-0.30641,0.08153,1.0631,8e-05,28.40909,0.78928,-0.14364,1.07079,0.96954,-0.04386,81
2,20004.453,0.37347,0.02039,0.01999,1.02308,-0.28562,15829.126,0.38686,-0.00023,28.40909,0.65856,-0.1229,1.07079,0.80754,-0.03721,81
1,20004.453,0.73606,0.02354,0.01999,1.38415,-0.2866,15829.126,0.75232,0.00142,28.40909,1.01633,-0.12712,1.07079,1.17506,-0.03754,81
1,20004.453,0.35817,0.04599,0.01999,1.36986,-0.3618,0.67072,1.38123,-0.00067,22.48202,0.84366,-0.20782,0.67072,1.12164,-0.06306,81
5,20004.453,0.42297,0.02199,0.01999,1.33202,-0.33391,15829.126,0.44876,-0.00084,22.48202,0.8764,-0.17921,0.84734,1.10766,-0.05897,81
1,20004.453,0.74126,0.02255,0.01999,1.38538,-0.29714,15829.126,0.76007,0.00086,28.40909,1.02262,-0.12561,1.07079,1.18229,-0.03776,81
2,20004.453,0.37481,0.01953,0.01999,1.02394,-0.28618,15829.126,0.38542,-0.00025,28.40909,0.65897,-0.12311,1.35352,0.80458,-0.03688,81
2,20004.453,0.44376,0.02231,0.01999,1.1775,-0.31455,15829.126,0.45874,0.00095,28.40909,0.78899,-0.14306,1.07079,0.97069,-0.04416,81
1,20004.453,0.75117,0.0237,0.01999,1.40861,-0.2901,12516.703,0.76583,-0.00148,28.40909,1.03122,-0.12629,1.07079,1.18789,-0.03825,80
2,20004.453,0.37519,0.02067,0.01999,1.01878,-0.28638,15829.126,0.3873,-0.00119,28.40909,0.65911,-0.12297,1.07079,0.808,-0.0375,80
1,20004.453,0.75502,0.02362,0.01999,1.40746,-0.28586,0.41976,1.47587,0.00135,28.40909,1.03168,-0.12738,1.07079,1.19148,-0.03802,80
1,20004.453,0.35806,0.04724,0.01999,1.36664,-0.35542,12516.703,0.38511,0.00132,22.48202,0.84263,-0.20772,0.67072,1.12233,-0.06345,80
1,20004.453,0.27712,0.02547,0.01999,1.04306,-0.31226,15829.126,0.30551,0.00026,22.48202,0.64872,-0.15071,1.07079,0.81419,-0.04549,80
2,20004.453,0.37579,0.02012,0.01999,1.02711,-0.28562,0.67072,1.04286,-0.00061,35.93134,0.6339,-0.12324,1.35352,0.80614,-0.03744,80
5,20004.453,0.42221,0.02311,0.01999,1.34401,-0.33387,15829.126,0.44817,0.00037,22.48202,0.87449,-0.17975,0.67072,1.11241,-0.05944,80
2,20004.453,0.4494,0.02128,0.01999,1.201,-0.30859,15829.126,0.46458,0.0023,22.48202,0.81904,-0.14356,1.07079,0.97328,-0.04363,80
2,20004.453,0.44364,0.02332,0.01999,1.19412,-0.30406,0.05102,0.96587,0.00026,28.40909,0.78987,-0.14401,1.35352,0.96731,-0.04438,80
2,20004.453,0.44607,0.02175,0.01999,1.199,-0.31161,15829.126,0.47913,-0.00248,28.40909,0.78764,-0.14431,1.07079,0.97067,-0.04411,80
2,20004.453,0.44532,0.02227,0.01999,1.18192,-0.31099,0.05102,0.90975,-0.00069,28.40909,0.78772,-0.14543,1.07079,0.97047,-0.04399,80
2,20004.453,0.44398,0.02134,0.01999,1.18393,-0.31178,15829.126,0.45799,0.0004,28.40909,0.78965,-0.14422,1.07079,0.97128,-0.04381,80
5,20004.453,0.42416,0.02445,0.01999,1.33778,-0.34264,15829.126,0.44863,0.0001,22.48202,0.87622,-0.18055,0.84734,1.11235,-0.059,80
2,20004.453,0.44144,0.02173,0.01999,1.18646,-0.31213,15829.126,0.45633,0.00176,28.40909,0.78805,-0.14523,1.07079,0.97335,-0.04413,80
1,20004.453,0.27898,0.02439,0.01999,1.03789,-0.32051,15829.126,0.30675,-2e-05,22.48202,0.64963,-0.1516,1.07079,0.81619,-0.0453,80
2,20004.453,0.37459,0.01977,0.01999,1.01931,-0.2936,15829.126,0.38816,-0.00215,28.40909,0.66027,-0.12479,1.07079,0.80977,-0.03742,80
1,20004.453,0.75651,0.02288,0.01999,1.40986,-0.28604,0.20791,1.53419,1e-05,22.48202,1.06012,-0.12655,1.07079,1.19685,-0.03802,80
1,20004.453,0.35854,0.0451,0.01999,1.35551,-0.35654,0.04042,0.96562,0.00097,22.48202,0.84426,-0.20773,0.84734,1.11939,-0.06446,80
1,20004.453,0.27736,0.0236,0.01999,1.03705,-0.31449,15829.126,0.30678,-0.00014,28.40909,0.61599,-0.14986,1.07079,0.81331,-0.0456,80
1,20004.453,0.75909,0.02273,0.01999,1.40651,-0.29332,15829.126,0.77494,0.00064,22.48202,1.06366,-0.12804,1.07079,1.1998,-0.038,80
1,20004.453,0.75845,0.0227,0.01999,1.4228,-0.29365,15829.126,0.7764,8e-05,28.40909,1.03799,-0.12653,1.07079,1.19932,-0.03881,80
1,20004.453,0.27847,0.02473,0.01999,1.04614,-0.31286,15829.126,0.30659,-6e-05,22.48202,0.64838,-0.15199,1.07079,0.81735,-0.04564,80
1,20004.453,0.75789,0.02213,0.01999,1.40372,-0.28968,15829.126,0.7719,0.00137,28.40909,1.03482,-0.12653,1.07079,1.1967,-0.03762,80
1,20004.453,0.27878,0.02543,0.01999,1.03343,-0.32445,15829.126,0.3073,-8e-05,22.48202,0.64585,-0.15126,0.84734,0.81753,-0.04564,80
1,20004.453,0.75301,0.02366,0.01999,1.40285,-0.28881,15829.126,0.77225,0.00193,22.48202,1.06079,-0.12669,1.07079,1.19526,-0.03784,80
2,20004.453,0.45193,0.02188,0.01999,1.18495,-0.31466,15829.126,0.48244,-0.00267,28.40909,0.79267,-0.14517,1.07079,0.97601,-0.04448,80
2,20004.453,0.44348,0.02126,0.01999,1.18734,-0.3042,0.08153,1.05755,-8e-05,28.40909,0.78796,-0.14543,1.07079,0.97236,-0.04458,80
2,20004.453,0.376,0.01957,0.01999,1.02099,-0.2924,15829.126,0.38809,-0.00018,28.40909,0.65995,-0.12503,1.35352,0.80848,-0.03757,80
5,20004.453,0.42511,0.0213,0.01999,1.34268,-0.33695,15829.126,0.44964,0.00025,22.48202,0.87645,-0.18151,0.84734,1.11499,-0.05996,80
2,20004.453,0.44918,0.02194,0.01999,1.18904,-0.30582,15829.126,0.46189,0.00188,28.40909,0.79021,-0.14452,1.07079,0.9746,-0.04429,80
2,20004.453,0.37673,0.02086,0.01999,1.03542,-0.30842,15829.126,0.38877,0.00039,28.40909,0.6595,-0.12424,1.07079,0.81196,-0.03802,80
1,20004.453,0.27955,0.02541,0.01999,1.04363,-0.31198,15829.126,0.30632,0.0002,22.48202,0.64562,-0.15014,1.07079,0.81423,-0.04545,80
2,20004.453,0.37579,0.01916,0.01999,1.03657,-0.29044,15829.126,0.38813,-0.00116,28.40909,0.65835,-0.12439,1.35352,0.80987,-0.03819,80
1,20004.453,0.35852,0.04527,0.01999,1.36052,-0.3655,12516.703,0.38757,0.00206,17.79613,0.88534,-0.20907,0.67072,1.12928,-0.06397,80
2,20004.453,0.44361,0.02261,0.01999,1.18505,-0.30821,15829.126,0.45821,0.00094,28.40909,0.78869,-0.14691,1.07079,0.97428,-0.04388,80
5,20004.453,0.4252,0.0221,0.01999,1.33621,-0.34318,2.16054,1.079,-0.00044,22.48202,0.87552,-0.18129,0.84734,1.11182,-0.05999,80
2,20004.453,0.45182,0.02058,0.01999,1.20228,-0.30575,0.06443,1.15517,-0.00064,28.40909,0.79078,-0.14407,0.84734,0.98069,-0.04431,80
1,20004.453,0.75279,0.02209,0.01999,1.40131,-0.29562,15829.126,0.76947,0.00123,22.48202,1.05997,-0.12722,1.07079,1.19458,-0.03841,80
2,20004.453,0.44689,0.02144,0.01999,1.19288,-0.31335,15829.126,0.45804,0.00162,28.40909,0.78975,-0.14762,0.84734,0.98323,-0.04481,80
2,20004.453,0.3744,0.01852,0.01999,1.02369,-0.29776,0.53067,1.00414,-0.00026,28.40909,0.66024,-0.12473,1.07079,0.81448,-0.03799,80
5,20004.453,0.4238,0.02335,0.01999,1.35565,-0.34161,15829.126,0.44901,2e-05,22.48202,0.87608,-0.18169,0.84734,1.11317,-0.05919,80
2,20004.453,0.37508,0.01867,0.01999,1.0292,-0.28731,15829.126,0.38904,-0.00145,28.40909,0.6603,-0.12441,1.07079,0.81354,-0.03782,80
1,20004.453,0.35781,0.04626,0.01999,1.36694,-0.35496,12516.703,0.38905,0.00241,22.48202,0.84491,-0.20952,0.53067,1.13361,-0.06439,80
2,20004.453,0.45084,0.02135,0.01999,1.20301,-0.30569,15829.126,0.46344,0.00269,28.40909,0.79357,-0.14637,0.84734,0.98216,-0.04481,80
1,20004.453,0.75101,0.02452,0.01999,1.4056,-0.28793,15829.126,0.76798,0.00163,28.40909,1.03025,-0.12856,1.07079,1.19471,-0.03835,80
1,20004.453,0.7477,0.02106,0.01999,1.39901,-0.29009,15829.126,0.76622,0.0015,28.40909,1.02987,-0.12875,1.07079,1.19179,-0.03835,80
2,20004.453,0.37491,0.02142,0.01999,1.02439,-0.29653,15829.126,0.38763,-0.00163,28.40909,0.65848,-0.12566,1.07079,0.81469,-0.03815,80
1,20004.453,0.27801,0.02291,0.01999,1.06306,-0.32529,15829.126,0.30594,-0.00049,22.48202,0.64763,-0.1527,0.84734,0.82204,-0.0459,80
5,20004.453,0.42515,0.02176,0.01999,1.34255,-0.34405,15829.126,0.45154,-0.00019,22.48202,0.87517,-0.1821,0.67072,1.12166,-0.05964,80
2,20004.453,0.37647,0.01998,0.01999,1.0443,-0.30343,0.06443,1.02993,0.00045,28.40909,0.66176,-0.12743,1.07079,0.8158,-0.03819,80
1,20004.453,0.74924,0.02223,0.01999,1.39853,-0.29545,0.08153,1.2101,9e-05,22.48202,1.05431,-0.12856,1.07079,1.19156,-0.03852,80
1,20004.453,0.75114,0.02184,0.01999,1.4002,-0.2968,15829.126,0.76831,0.00214,28.40909,1.02957,-0.12877,1.35352,1.19059,-0.0385,80
2,20004.453,0.45023,0.02126,0.01999,1.19302,-0.30574,15829.126,0.46471,0.00107,28.40909,0.79066,-0.14624,1.07079,0.97777,-0.04458,80
1,20004.453,0.75043,0.02346,0.01999,1.40927,-0.28778,15829.126,0.76536,0.00104,28.40909,1.02943,-0.12694,1.07079,1.19284,-0.03897,80
2,20004.453,0.44741,0.02078,0.01999,1.19708,-0.32727,15829.126,0.46112,0.00246,28.40909,0.79054,-0.14615,1.07079,0.97896,-0.04446,80
2,20004.453,0.44841,0.02132,0.01999,1.19442,-0.30524,0.67072,1.25177,-0.00242,22.48202,0.81703,-0.14528,1.07079,0.9779,-0.04458,80
